# Created by create_gmm.py, IMP.isd version 2.15.0
# data_fn: EMD_9171_Pinhead_1-2_gmm.txt
# ncenters: 35
# covar_type: 'full'
# apix: 2.0
# num_samples: 1000000
# num_iter: 10000000
# threshold: 2.95
# force_radii: -1.0
# force_weight: -1.0
# force_weight_frac: False
# use_dirichlet: False
# multiply_by_mass: False
# chain: None
#|num|weight|mean|covariance matrix|
|23|0.01980773860808796|332.9209357156498 239.47111323365436 234.36768756806168|37.75676873884183 9.49633355082894 -2.423459411555804 9.496333550828936 36.55525362072454 0.8163016124794575 -2.423459411555803 0.8163016124794575 65.41333259870673|
|24|0.034997614627248076|321.01666220612805 243.30842687204526 288.12291073178875|97.46240785044985 -7.286924145062432 4.125008310094832 -7.286924145062434 66.64801066240885 -6.059228351938536 4.125008310094831 -6.059228351938537 42.26382575266708|
|25|0.020586125489651996|196.52838888554868 231.59160522721535 302.0659793414617|75.83063864855255 35.366960164107134 -34.91413369508113 35.366960164107134 125.56761055869069 -60.97217076432797 -34.91413369508113 -60.97217076432796 87.20755552395693|
|26|0.030785892951874685|305.9432277563435 300.3073054853694 284.416815427349|69.42191449932761 -7.56770420549644 -2.328463807144086 -7.567704205496444 56.816521224550634 1.7743714022848387 -2.328463807144086 1.7743714022848405 69.94343264785161|
|27|0.024319744667179347|259.8390021999272 286.24135688723175 213.7515825584669|77.5671170600717 3.417548456046501 -11.60031764942708 3.417548456046501 57.42765096039223 14.200406353491168 -11.600317649427083 14.200406353491168 52.332621967402716|
|28|0.03221695468890111|297.17067690112583 277.5915277680046 216.7304560146129|90.12336885656684 8.569283242037216 48.01347919573565 8.569283242037212 87.17253826341415 10.322909490473899 48.013479195735655 10.3229094904739 77.84284418924265|
|29|0.035366488756905796|273.5513514673385 304.8037827969457 288.97293261498874|84.66962481489323 -1.9359997106357976 1.2683407863179403 -1.9359997106357976 60.60699632442702 -24.034892987529236 1.2683407863179408 -24.034892987529243 93.43660772237429|
|30|0.02051808566731014|338.7434290074049 235.46141812030066 316.1823127563217|37.95150866579102 23.73275060939297 1.29111747848227 23.732750609392966 63.791140366559695 0.08817478656330424 1.29111747848227 0.08817478656330441 56.00407911941374|
|31|0.014898270919073845|171.91394028562243 253.77955315645943 227.03296546952134|31.812299228017594 15.253687982414604 -31.77827934696799 15.253687982414604 68.01220631999882 -35.23194672134365 -31.778279346967995 -35.23194672134365 146.58858569381707|
|32|0.040368937993393146|300.58381171352323 253.39025894997414 295.73874556177014|56.49898206465066 -16.68101218050759 -2.4233319042364077 -16.681012180507594 92.71217368377023 -0.6439688937105466 -2.4233319042364094 -0.643968893710547 66.86850597946199|
|33|0.01413780537885071|325.2561641611689 245.99486069684346 334.410648752942|33.9018933648197 -24.00776504156433 4.595348129800552 -24.007765041564337 88.46019350669059 -17.14149184765305 4.595348129800552 -17.14149184765305 28.724651645281345|
|34|0.029145992874381296|312.65489674328074 243.50000789395938 207.32738408662527|89.28398648007544 11.514994260267425 -8.667000211052088 11.514994260267425 59.761546518020474 -9.60090606988435 -8.667000211052088 -9.60090606988435 34.656781752659924|
